"Sujeito";"Classe";"Predicado";"Objeto"
"/index.php/Aegon_I_Targaryen";"CHARACTER";"otherTitles";"King of the Seven Kingdoms"
"/index.php/Aegon_I_Targaryen";"CHARACTER";"otherTitles";"Lord of Dragonstone"
"/index.php/Aegon_I_Targaryen";"CHARACTER";"queenIs";"/index.php/Rhaenys_Targaryen"
"/index.php/Aegon_I_Targaryen";"CHARACTER";"queenIs";"/index.php/Visenya_Targaryen"
"/index.php/Aegon_I_Targaryen";"CHARACTER";"reigned";"1AC 37AC"
"/index.php/Aegon_I_Targaryen";"CHARACTER";"sucessorIs";"/index.php/Aenys_I_Targaryen"
"/index.php/Aegon_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aegon_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aegon_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegon_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_Targaryen";"CHARACTER";"bornIn";"In 282AC, at King's Landing"
"/index.php/Aegon_Targaryen";"CHARACTER";"diedIn";"In 283AC, supposedly, at King's Landing (Put into question by the appearance of a youth claimed to be the survived prince, backed up by Prince Rhaegars former friend Jon Connington)"
"/index.php/Aegon_Targaryen";"CHARACTER";"hasAlias";"The Mummer's Dragon"
"/index.php/Aegon_Targaryen";"CHARACTER";"hasAlias";"Young Griff (possible)"
"/index.php/Aegon_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aegon_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aegon_Targaryen";"CHARACTER";"nameIs";"Aegon Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"bornIn";"200AC or 201AC, at King's Landing"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"diedIn";"259AC, at Summerhall"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"father";"/index.php/Maekar_I_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"fullNameIs";"Aegon Targaryen Fifth of His Name"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"hasAlias";"Aegon the Fortunate"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"hasAlias";"Aegon the Unlikely"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"hasAlias";"Egg"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"hasIssue";"/index.php/Duncan_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"hasIssue";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"hasIssue";"/index.php/Rhaelle_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"heirIs";"/index.php/Duncan_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"heirIs";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"nameIs";"Aegon V Targaryen"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"otherTitles";"King of Andals, the Rhoynar and the First Men"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"otherTitles";"Lord of the Seven Kingdoms"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"otherTitles";"Protector of the Realm"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"reigned";"233AC - 259AC"
"/index.php/Aegon_V_Targaryen";"CHARACTER";"sucessorIs";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aegor_Rivers";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aegor_Rivers";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aegor_Rivers";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aegor_Rivers";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aegor_Rivers";"CHARACTER";"bornIn";"In 171AC or 172AC"
"/index.php/Aegor_Rivers";"CHARACTER";"diedIn";"In or after 236AC, at Essos"
"/index.php/Aegor_Rivers";"CHARACTER";"hasAlias";"Bittersteel"
"/index.php/Aegor_Rivers";"CHARACTER";"hasAllegianceWith";"/index.php/Golden_Company"
"/index.php/Aegor_Rivers";"CHARACTER";"hasAllegianceWith";"/index.php/House_Blackfyre"
"/index.php/Aegor_Rivers";"CHARACTER";"hasAllegianceWith";"/index.php/Second_Sons"
"/index.php/Aegor_Rivers";"CHARACTER";"nameIs";"Aegor Rivers"
"/index.php/Aegor_Rivers";"CHARACTER";"titlesIs";"Ser"
"/index.php/Aelinor_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aelinor_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aelinor_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aelinor_Targaryen";"CHARACTER";"nameIs";"Aelinor Targaryen"
"/index.php/Aelinor_Targaryen";"CHARACTER";"spouse";"/index.php/Aerys_I_Targaryen"
"/index.php/Aelinor_Targaryen";"CHARACTER";"titlesIs";"Queen"
"/index.php/Aemma_Arryn";"CHARACTER";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aemma_Arryn";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Aemma_Arryn";"CHARACTER";"bornIn";"In 82AC or before"
"/index.php/Aemma_Arryn";"CHARACTER";"diedIn";"In 105AC"
"/index.php/Aemma_Arryn";"CHARACTER";"hasAllegianceWith";"/index.php/House_Arryn"
"/index.php/Aemma_Arryn";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aemma_Arryn";"CHARACTER";"nameIs";"Aemma Arryn"
"/index.php/Aemma_Arryn";"CHARACTER";"spouse";"/index.php/Viserys_I_Targaryen"
"/index.php/Aemma_Arryn";"CHARACTER";"titlesIs";"Queen"
"/index.php/Aemon_Blackfyre";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Blackfyre";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aemon_Blackfyre";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aemon_Blackfyre";"CHARACTER";"bornIn";"In 183AC or 184AC"
"/index.php/Aemon_Blackfyre";"CHARACTER";"diedIn";"In 196AC, at Redgrass Field"
"/index.php/Aemon_Blackfyre";"CHARACTER";"hasAllegianceWith";"/index.php/House_Blackfyre"
"/index.php/Aemon_Blackfyre";"CHARACTER";"nameIs";"Aemon Blackfyre"
"/index.php/Aemon_Costayne";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Costayne";"CHARACTER";"hasAllegianceWith";"/index.php/House_Costayne"
"/index.php/Aemon_Costayne";"CHARACTER";"hasCulture";"Westeros"
"/index.php/Aemon_Costayne";"CHARACTER";"nameIs";"Aemon Costayne"
"/index.php/Aemon_Estermont";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aemon_Estermont";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aemon_Estermont";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aemon_Estermont";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Estermont";"CHARACTER";"hasAllegianceWith";"/index.php/House_Estermont"
"/index.php/Aemon_Estermont";"CHARACTER";"nameIs";"Aemon Estermont"
"/index.php/Aemon_Estermont";"CHARACTER";"titlesIs";"Ser"
"/index.php/Aemon_Rivers";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aemon_Rivers";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aemon_Rivers";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Rivers";"CHARACTER";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Aemon_Rivers";"CHARACTER";"nameIs";"Aemon Rivers"
"/index.php/Aemon_Rivers";"CHARACTER";"titlesIs";"Ser"
"/index.php/Aemon_Steelsong";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aemon_Steelsong";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aemon_Steelsong";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Steelsong";"CHARACTER";"bornIn";"In 300AC, at near Castle Black"
"/index.php/Aemon_Steelsong";"CHARACTER";"hasAlias";"Aemon Battleborn"
"/index.php/Aemon_Steelsong";"CHARACTER";"hasAlias";"born-in-battle"
"/index.php/Aemon_Steelsong";"CHARACTER";"hasAlias";"the little prince"
"/index.php/Aemon_Steelsong";"CHARACTER";"hasAlias";"the wildling prince"
"/index.php/Aemon_Steelsong";"CHARACTER";"hasCulture";"Free folk"
"/index.php/Aemon_Steelsong";"CHARACTER";"nameIs";"Aemon Steelsong"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"bornIn";"In or between 47AC and 61AC"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"diedIn";"In 92AC"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"spouse";"/index.php/Jocelyn_Baratheon"
"/index.php/Aemon_Targaryen_(Father_of_the_Queen_who_never_was)";"CHARACTER";"titlesIs";"Prince"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"bornIn";"In or between 47AC and 61AC"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"diedIn";"In 92AC"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"nameIs";"Aemon Targaryen (son of Jaehaerys I)"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"spouse";"/index.php/Jocelyn_Baratheon"
"/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I)";"CHARACTER";"titlesIs";"Prince"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"bornIn";"In 198AC, at King's Landing"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"diedIn";"In 300AC, at the Cinnamon Wind, off the coast of Dorne, at the Summer Sea"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"hasAlias";"Aemon Targaryen"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"hasAlias";"Maester Aemon"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"hasAlias";"Uncle Maester"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"playedBy";"Peter Vaughan"
"/index.php/Aemon_Targaryen_(son_of_Maekar_I)";"CHARACTER";"titlesIs";"Maester"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"bornIn";"In or between 139AC and 144AC, at King's Landing"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"diedIn";"In or between 172AC and 184AC, at Westeros"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"hasAlias";"The Dragonknight"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"hasAlias";"The Knight of Tears"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"nameIs";"Aemon Targaryen (son of Viserys II)"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"titlesIs";"Lord Commander of the Kingsguard"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"titlesIs";"Prince"
"/index.php/Aemon_Targaryen_(son_of_Viserys_II)";"CHARACTER";"titlesIs";"Ser"
"/index.php/Aemond_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aemond_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Princess_and_the_Queen"
"/index.php/Aemond_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Aemond_Targaryen";"CHARACTER";"bornIn";"In 110AC"
"/index.php/Aemond_Targaryen";"CHARACTER";"diedIn";"In 130AC, at the Gods Eye"
"/index.php/Aemond_Targaryen";"CHARACTER";"hasAlias";"Aemond One-Eye"
"/index.php/Aemond_Targaryen";"CHARACTER";"hasAlias";"Aemond the Kinslayer"
"/index.php/Aemond_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aemond_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aemond_Targaryen";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Aemond_Targaryen";"CHARACTER";"nameIs";"Aemond Targaryen"
"/index.php/Aemond_Targaryen";"CHARACTER";"titlesIs";"Prince Regent"
"/index.php/Aemond_Targaryen";"CHARACTER";"titlesIs";"Prince"
"/index.php/Aemond_Targaryen";"CHARACTER";"titlesIs";"Protector of the Realm"
"/index.php/Aenys_Frey";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aenys_Frey";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aenys_Frey";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aenys_Frey";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aenys_Frey";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aenys_Frey";"CHARACTER";"bornIn";"In or between 240AC and 247AC"
"/index.php/Aenys_Frey";"CHARACTER";"diedIn";"In 300AC, at Near Winterfell"
"/index.php/Aenys_Frey";"CHARACTER";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Aenys_Frey";"CHARACTER";"nameIs";"Aenys Frey"
"/index.php/Aenys_Frey";"CHARACTER";"spouse";"/index.php/Tyana_Wylde"
"/index.php/Aenys_Frey";"CHARACTER";"titlesIs";"Ser"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"bornIn";"7AC, at Dragonstone"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"diedIn";"42AC, at Dragonstone"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"father";"/index.php/Aegon_I"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"father";"/index.php/Aegon_I_Targaryen"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"fullNameIs";"Aenys Targaryen First of His Name"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"hasIssue";"/index.php/Alysanne_Targaryen"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"hasIssue";"/index.php/Jaehaerys_I_Targaryen"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"hasIssue";"/index.php/Rhaena_Targaryen_(daughter_of_Aenys_I)"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"motherIs";"/index.php/Rhaenys_Targaryen"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"nameIs";"Aenys I Targaryen"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"otherTitles";"King of the Seven Kingdoms"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"queenIs";"/index.php/Alyssa_Velaryon"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"reigned";"37-42 AC"
"/index.php/Aenys_I_Targaryen";"CHARACTER";"sucessorIs";"/index.php/Maegor_I_Targaryen"
"/index.php/Aerion_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aerion_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aerion_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aerion_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Aerion_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Aerion_Targaryen";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Aerion_Targaryen";"CHARACTER";"bornIn";"In or between 191AC and 194AC"
"/index.php/Aerion_Targaryen";"CHARACTER";"diedIn";"In 232AC"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasAlias";"Aerion the Monstrous"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasAlias";"Brightflame"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasAlias";"The Bright Prince"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasAlias";"The Prince Who Thought He Was a Dragon"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasAllegianceWith";"/index.php/Second_Sons"
"/index.php/Aerion_Targaryen";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aerion_Targaryen";"CHARACTER";"nameIs";"Aerion Targaryen"
"/index.php/Aerion_Targaryen";"CHARACTER";"titlesIs";"Prince"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"appearsIn";"/index.php/The_World_of_Ice_and_Fire"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"bornIn";"At Dragonstone"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"diedIn";"At Dragonstone"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"nameIs";"Aerion Targaryen (son of Daemion)"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"spouse";"/index.php/Valaena_Velaryon"
"/index.php/Aerion_Targaryen_(father_of_Aegon_I)";"CHARACTER";"titlesIs";"Lord of Dragonstone"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"appearsIn";"/index.php/The_World_of_Ice_and_Fire"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"bornIn";"At Dragonstone"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"diedIn";"At Dragonstone"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"hasCulture";"Valyrian"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"hasRace";"Valyrian"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"spouse";"/index.php/Valaena_Velaryon"
"/index.php/Aerion_Targaryen_(son_of_Daemion)";"CHARACTER";"titlesIs";"Lord of Dragonstone"
"/index.php/Aeron_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aeron_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aeron_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Aeron_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aeron_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aeron_Greyjoy";"CHARACTER";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Aeron_Greyjoy";"CHARACTER";"bornIn";"In or before 273AC, at Pyke"
"/index.php/Aeron_Greyjoy";"CHARACTER";"hasAlias";"Aeron Damphair"
"/index.php/Aeron_Greyjoy";"CHARACTER";"hasAlias";"The Damphair"
"/index.php/Aeron_Greyjoy";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Aeron_Greyjoy";"CHARACTER";"hasCulture";"Ironmen"
"/index.php/Aeron_Greyjoy";"CHARACTER";"nameIs";"Aeron Greyjoy"
"/index.php/Aeron_Greyjoy";"CHARACTER";"titlesIs";"Captain of the Golden Storm (formerly)"
"/index.php/Aeron_Greyjoy";"CHARACTER";"titlesIs";"Priest of the Drowned God"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"belongsToRoyalHouse";"/index.php/House_Targaryen"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"bornIn";"242AC or 243AC, at King's Landing"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"diedIn";"283AC, at the Red Keep in King's Landing"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"father";"/index.php/Jaehaerys_II_Targaryen"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"fullNameIs";"Aerys Targaryen Second of His Name"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"hasAlias";"King Scab"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"hasAlias";"The Mad King"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"hasAlias";"The Old King"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Daenerys_Targaryen"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Rhaegar_Targaryen"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"hasIssue";"/index.php/Viserys_Targaryen"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"heirIs";"/index.php/Rhaegar_Targaryen"
"/index.php/Aerys_II_Targaryen";"CHARACTER";"nameIs";"Aerys II Targaryen"
